<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2016.08.28	1.11829	1.12001	1.11780	1.11967	5203	0	0
2016.08.29	1.11966	1.12069	1.11575	1.11899	59122	0	0
2016.08.30	1.11895	1.11902	1.11316	1.11493	58570	0	0
2016.08.31	1.11492	1.11651	1.11230	1.11553	43631	0	0
2016.09.01	1.11558	1.12044	1.11274	1.11978	60370	0	0
2016.09.02	1.11974	1.12513	1.11499	1.11519	77248	0	0
2016.09.04	1.11560	1.11585	1.11513	1.11575	4452	0	0
2016.09.05	1.11574	1.11815	1.11387	1.11497	48948	0	0
2016.09.06	1.11496	1.12623	1.11397	1.12450	71177	0	0
2016.09.07	1.12451	1.12708	1.12283	1.12376	62715	0	0
2016.09.08	1.12378	1.13262	1.12340	1.12677	83120	0	0
2016.09.09	1.12655	1.12842	1.11980	1.12306	67885	0	0
2016.09.11	1.12321	1.12398	1.12288	1.12397	4685	0	0
2016.09.12	1.12384	1.12668	1.12099	1.12398	78975	0	0
2016.09.13	1.12385	1.12597	1.12035	1.12185	72446	0	0
2016.09.14	1.12171	1.12732	1.12132	1.12445	68532	0	0
2016.09.15	1.12448	1.12834	1.12186	1.12460	73842	0	0
2016.09.16	1.12454	1.12474	1.11490	1.11509	66523	0	0
2016.09.18	1.11531	1.11600	1.11517	1.11571	4221	0	0
2016.09.19	1.11565	1.11972	1.11499	1.11762	57125	0	0
2016.09.20	1.11764	1.12124	1.11490	1.11525	60640	0	0
2016.09.21	1.11523	1.11958	1.11224	1.11889	78718	0	0
2016.09.22	1.11902	1.12565	1.11845	1.12076	67236	0	0
2016.09.23	1.12071	1.12398	1.11933	1.12232	57841	0	0
2016.09.25	1.12289	1.12404	1.12229	1.12368	4541	0	0
2016.09.26	1.12373	1.12783	1.12195	1.12493	58724	0	0
2016.09.27	1.12494	1.12580	1.11904	1.12164	64057	0	0
2016.09.28	1.12143	1.12363	1.11813	1.12226	64587	0	0
2016.09.29	1.12224	1.12490	1.11964	1.12181	68581	0	0
2016.09.30	1.12182	1.12501	1.11529	1.12349	76677	0	0
2016.10.02	1.12255	1.12429	1.12255	1.12323	7324	0	0
2016.10.03	1.12313	1.12411	1.12047	1.12086	54622	0	0
2016.10.04	1.12096	1.12382	1.11373	1.12086	91874	0	0
2016.10.05	1.12088	1.12327	1.11891	1.12052	66075	0	0
2016.10.06	1.12057	1.12096	1.11246	1.11410	69763	0	0
2016.10.07	1.11419	1.12041	1.11038	1.11967	97495	0	0
2016.10.09	1.11844	1.12020	1.11782	1.11941	19719	0	0
2016.10.10	1.11931	1.11995	1.11308	1.11399	48971	0	0
2016.10.11	1.11382	1.11383	1.10484	1.10566	67077	0	0
2016.10.12	1.10570	1.10604	1.10038	1.10098	75814	0	0
2016.10.13	1.10104	1.10577	1.09849	1.10474	71640	0	0
2016.10.14	1.10452	1.10559	1.09699	1.09701	62512	0	0
2016.10.16	1.09696	1.09724	1.09648	1.09649	2736	0	0
2016.10.17	1.09652	1.10135	1.09633	1.10102	56738	0	0
2016.10.18	1.10090	1.10256	1.09695	1.09740	54987	0	0
2016.10.19	1.09735	1.10039	1.09545	1.09739	57243	0	0
2016.10.20	1.09737	1.10386	1.09154	1.09286	67304	0	0
2016.10.21	1.09287	1.09288	1.08590	1.08826	51518	0	0
2016.10.23	1.08808	1.08839	1.08731	1.08796	3170	0	0
2016.10.24	1.08807	1.08990	1.08590	1.08724	50514	0	0
2016.10.25	1.08727	1.09040	1.08505	1.08856	57037	0	0
2016.10.26	1.08858	1.09451	1.08738	1.09091	57873	0	0
2016.10.27	1.09078	1.09415	1.08821	1.08965	59823	0	0
2016.10.28	1.08953	1.09909	1.08944	1.09828	67790	0	0
2016.10.30	1.09902	1.09905	1.09752	1.09817	5093	0	0
2016.10.31	1.09814	1.09819	1.09354	1.09702	47781	0	0
2016.11.01	1.09696	1.10683	1.09595	1.10548	60375	0	0
2016.11.02	1.10559	1.11225	1.10492	1.10932	72079	0	0
2016.11.03	1.10932	1.11251	1.10591	1.10992	69404	0	0
2016.11.04	1.10990	1.11409	1.10794	1.11386	61284	0	0
2016.11.06	1.10647	1.10988	1.10525	1.10941	7953	0	0
2016.11.07	1.10945	1.11095	1.10269	1.10485	61694	0	0
2016.11.08	1.10482	1.10659	1.10043	1.10171	58327	0	0
2016.11.09	1.10192	1.12982	1.09065	1.09192	211396	0	0
2016.11.10	1.09187	1.09530	1.08644	1.08867	104746	0	0
2016.11.11	1.08871	1.09226	1.08298	1.08546	96950	0	0
2016.11.13	1.08299	1.08396	1.08187	1.08220	7733	0	0
2016.11.14	1.08214	1.08252	1.07086	1.07449	109887	0	0
2016.11.15	1.07450	1.08158	1.07135	1.07239	91862	0	0
2016.11.16	1.07238	1.07589	1.06656	1.07055	89748	0	0
2016.11.17	1.07048	1.07445	1.06194	1.06216	90950	0	0
2016.11.18	1.06241	1.06421	1.05685	1.05851	96376	0	0
2016.11.20	1.05981	1.05996	1.05781	1.05822	6188	0	0
2016.11.21	1.05829	1.06484	1.05829	1.06369	87996	0	0
2016.11.22	1.06354	1.06571	1.05831	1.06325	81149	0	0
2016.11.23	1.06320	1.06429	1.05257	1.05413	85526	0	0
2016.11.24	1.05423	1.05845	1.05175	1.05595	78088	0	0
2016.11.25	1.05600	1.06266	1.05379	1.05877	88394	0	0
2016.11.27	1.06105	1.06258	1.05939	1.06085	4288	0	0
2016.11.28	1.06086	1.06840	1.05631	1.06184	89290	0	0
2016.11.29	1.06172	1.06539	1.05644	1.06465	79690	0	0
2016.11.30	1.06463	1.06659	1.05521	1.05894	99308	0	0
2016.12.01	1.05898	1.06680	1.05839	1.06618	95428	0	0
2016.12.02	1.06627	1.06891	1.06246	1.06597	86822	0	0
2016.12.04	1.06443	1.06640	1.05038	1.05669	23672	0	0
2016.12.05	1.05655	1.07955	1.05368	1.07558	116040	0	0
2016.12.06	1.07559	1.07844	1.06978	1.07181	79326	0	0
2016.12.07	1.07167	1.07674	1.07094	1.07588	66030	0	0
2016.12.08	1.07586	1.08677	1.05970	1.06199	120691	0	0
2016.12.09	1.06193	1.06289	1.05303	1.05555	74623	0	0
2016.12.11	1.05336	1.05497	1.05287	1.05454	5366	0	0
2016.12.12	1.05419	1.06509	1.05248	1.06414	83806	0	0
2016.12.13	1.06417	1.06662	1.06032	1.06271	78843	0	0
2016.12.14	1.06270	1.06693	1.04961	1.05115	103158	0	0
2016.12.15	1.05113	1.05222	1.03661	1.04163	126913	0	0
2016.12.16	1.04160	1.04735	1.04004	1.04510	87287	0	0
2016.12.18	1.04311	1.04566	1.04309	1.04462	4107	0	0
2016.12.19	1.04454	1.04783	1.03921	1.04022	77653	0	0
2016.12.20	1.04019	1.04172	1.03518	1.03902	72305	0	0
2016.12.21	1.03906	1.04504	1.03820	1.04259	67674	0	0
2016.12.22	1.04261	1.04987	1.04258	1.04374	69631	0	0
2016.12.23	1.04364	1.04682	1.04260	1.04505	49003	0	0
2016.12.27	1.04535	1.04628	1.04318	1.04607	42106	0	0
2016.12.28	1.04597	1.04792	1.03716	1.04137	56158	0	0
2016.12.29	1.04147	1.06502	1.04145	1.05652	71606	0	0
2016.12.30	1.05698	1.05906	1.05054	1.05164	81325	0	0
2017.01.03	1.04578	1.04896	1.03402	1.04170	63027	0	0
2017.01.04	1.04145	1.04999	1.03895	1.04961	64364	0	0
2017.01.05	1.05002	1.06146	1.04822	1.06027	80033	0	0
2017.01.06	1.06032	1.06206	1.05247	1.05299	65394	0	0
2017.01.08	1.05285	1.05355	1.05255	1.05291	1936	0	0
2017.01.09	1.05302	1.05884	1.05105	1.05854	57777	0	0
2017.01.10	1.05865	1.06254	1.05505	1.05519	65985	0	0
2017.01.11	1.05525	1.06222	1.04536	1.05941	81715	0	0
2017.01.12	1.05946	1.06840	1.05711	1.06159	80814	0	0
2017.01.13	1.06156	1.06724	1.05959	1.06416	65995	0	0
2017.01.15	1.06002	1.06351	1.05912	1.06269	3427	0	0
2017.01.16	1.06264	1.06331	1.05788	1.06018	55453	0	0
2017.01.17	1.06022	1.07184	1.06006	1.06964	71666	0	0
2017.01.18	1.06965	1.07119	1.06240	1.06277	64427	0	0
2017.01.19	1.06282	1.06760	1.05886	1.06590	73211	0	0
2017.01.20	1.06596	1.07089	1.06247	1.06992	70604	0	0
2017.01.22	1.07071	1.07160	1.06942	1.07122	3350	0	0
2017.01.23	1.07108	1.07718	1.07059	1.07586	68555	0	0
2017.01.24	1.07572	1.07741	1.07200	1.07277	61738	0	0
2017.01.25	1.07278	1.07689	1.07106	1.07519	65523	0	0
2017.01.26	1.07521	1.07649	1.06572	1.06830	66833	0	0
2017.01.27	1.06829	1.07240	1.06579	1.06931	58733	0	0
2017.01.29	1.07170	1.07314	1.07077	1.07164	3828	0	0
2017.01.30	1.07163	1.07390	1.06198	1.07071	60039	0	0
2017.01.31	1.07072	1.08112	1.06844	1.08006	74169	0	0
2017.02.01	1.07997	1.08068	1.07306	1.07686	68334	0	0
2017.02.02	1.07663	1.08281	1.07556	1.07610	68591	0	0
2017.02.03	1.07612	1.07967	1.07109	1.07844	64593	0	0
2017.02.05	1.07938	1.07979	1.07776	1.07819	2150	0	0
2017.02.06	1.07819	1.07880	1.07050	1.07426	62907	0	0
2017.02.07	1.07425	1.07440	1.06554	1.06781	64572	0	0
2017.02.08	1.06781	1.07133	1.06402	1.06909	60546	0	0
2017.02.09	1.06908	1.07090	1.06505	1.06570	55879	0	0
2017.02.10	1.06561	1.06671	1.06073	1.06398	52317	0	0
2017.02.12	1.06265	1.06362	1.06171	1.06184	2401	0	0
2017.02.13	1.06183	1.06578	1.05916	1.05982	53089	0	0
2017.02.14	1.05982	1.06329	1.05605	1.05778	58227	0	0
2017.02.15	1.05779	1.06083	1.05210	1.06026	60486	0	0
2017.02.16	1.06021	1.06786	1.05994	1.06707	60483	0	0
2017.02.17	1.06708	1.06759	1.06052	1.06128	53616	0	0
2017.02.19	1.06065	1.06324	1.06057	1.06248	2969	0	0
2017.02.20	1.06247	1.06293	1.06025	1.06084	45318	0	0
2017.02.21	1.06083	1.06121	1.05254	1.05407	57107	0	0
2017.02.22	1.05408	1.05735	1.04934	1.05500	66103	0	0
2017.02.23	1.05500	1.05945	1.05371	1.05835	58225	0	0
2017.02.24	1.05834	1.06172	1.05562	1.05603	55339	0	0
2017.02.26	1.05669	1.05677	1.05509	1.05517	2923	0	0
2017.02.27	1.05518	1.06300	1.05512	1.05835	54186	0	0
2017.02.28	1.05835	1.06294	1.05663	1.05687	60884	0	0
2017.03.01	1.05686	1.05877	1.05138	1.05507	118834	0	0
2017.03.02	1.05505	1.05505	1.04946	1.05059	61461	0	0
2017.03.03	1.05058	1.06225	1.05019	1.06208	69818	0	0
2017.03.05	1.06027	1.06149	1.05978	1.06089	1513	0	0
2017.03.06	1.06090	1.06391	1.05743	1.05807	55696	0	0
2017.03.07	1.05805	1.06019	1.05576	1.05649	56639	0	0
2017.03.08	1.05649	1.05735	1.05342	1.05398	59721	0	0
2017.03.09	1.05397	1.06145	1.05245	1.05742	68090	0	0
2017.03.10	1.05732	1.06986	1.05712	1.06728	66375	0	0
2017.03.12	1.06742	1.06864	1.06742	1.06784	2256	0	0
2017.03.13	1.06785	1.07136	1.06509	1.06512	62197	0	0
2017.03.14	1.06513	1.06619	1.05995	1.06077	59360	0	0
2017.03.15	1.06078	1.07394	1.06068	1.07291	68070	0	0
2017.03.16	1.07291	1.07735	1.07054	1.07705	71490	0	0
2017.03.17	1.07706	1.07817	1.07267	1.07380	58288	0	0
2017.03.19	1.07330	1.07438	1.07330	1.07408	1252	0	0
2017.03.20	1.07407	1.07764	1.07246	1.07328	54078	0	0
2017.03.21	1.07328	1.08183	1.07186	1.08114	66201	0	0
2017.03.22	1.08115	1.08238	1.07754	1.07928	60646	0	0
2017.03.23	1.07929	1.08042	1.07677	1.07816	57329	0	0
2017.03.24	1.07816	1.08172	1.07598	1.07973	54450	0	0
2017.03.26	1.08331	1.08479	1.08255	1.08470	3227	0	0
2017.03.27	1.08469	1.09050	1.08374	1.08639	53754	0	0
2017.03.28	1.08638	1.08721	1.07985	1.08135	51217	0	0
2017.03.29	1.08136	1.08258	1.07396	1.07643	54755	0	0
2017.03.30	1.07643	1.07670	1.06714	1.06835	52073	0	0
2017.03.31	1.06836	1.07011	1.06512	1.06534	53679	0	0
2017.04.02	1.06592	1.06708	1.06574	1.06706	1906	0	0
2017.04.03	1.06704	1.06805	1.06420	1.06658	46991	0	0
2017.04.04	1.06659	1.06840	1.06349	1.06783	47138	0	0
2017.04.05	1.06782	1.06883	1.06340	1.06682	51006	0	0
2017.04.06	1.06681	1.06828	1.06285	1.06422	46922	0	0
2017.04.07	1.06421	1.06647	1.05800	1.05889	51787	0	0
2017.04.09	1.05870	1.05881	1.05776	1.05787	2006	0	0
2017.04.10	1.05786	1.06059	1.05693	1.05972	40130	0	0
2017.04.11	1.05972	1.06292	1.05782	1.06038	42298	0	0
2017.04.12	1.06038	1.06743	1.05885	1.06658	46618	0	0
2017.04.13	1.06657	1.06766	1.06086	1.06159	44386	0	0
2017.04.14	1.06160	1.06289	1.06046	1.06102	23976	0	0
2017.04.16	1.06103	1.06140	1.06022	1.06039	2860	0	0
2017.04.17	1.06040	1.06696	1.06035	1.06405	31252	0	0
2017.04.18	1.06405	1.07354	1.06367	1.07286	47692	0	0
2017.04.19	1.07286	1.07360	1.06995	1.07145	43039	0	0
2017.04.20	1.07146	1.07768	1.07061	1.07145	43200	0	0
2017.04.21	1.07144	1.07370	1.06815	1.07245	41960	0	0
2017.04.23	1.09079	1.09079	1.08689	1.08830	4940	0	0
2017.04.24	1.08829	1.08881	1.08203	1.08667	56897	0	0
2017.04.25	1.08667	1.09493	1.08508	1.09287	47631	0	0
2017.04.26	1.09287	1.09500	1.08552	1.09076	53218	0	0
2017.04.27	1.09076	1.09319	1.08512	1.08691	49179	0	0
2017.04.28	1.08691	1.09466	1.08562	1.08955	44893	0	0
2017.04.30	1.09051	1.09051	1.08900	1.09012	2023	0	0
2017.05.01	1.09014	1.09233	1.08836	1.09101	27468	0	0
2017.05.02	1.09102	1.09319	1.08875	1.09296	45039	0	0
2017.05.03	1.09294	1.09363	1.08809	1.08880	47835	0	8
2017.05.04	1.08879	1.09866	1.08742	1.09793	54596	0	8
2017.05.05	1.09794	1.09985	1.09462	1.09951	50539	0	8
2017.05.08	1.09641	1.09955	1.09131	1.09260	54827	0	8
2017.05.09	1.09259	1.09328	1.08629	1.08856	55055	0	8
2017.05.10	1.08854	1.08971	1.08528	1.08667	50630	0	8
2017.05.11	1.08667	1.08923	1.08388	1.08637	46089	0	8
2017.05.12	1.08635	1.09333	1.08554	1.09306	41913	0	8
2017.05.15	1.09273	1.09886	1.09220	1.09792	43147	0	8
2017.05.16	1.09792	1.10965	1.09784	1.10928	54416	0	8
2017.05.17	1.10928	1.11693	1.10812	1.11532	65868	0	8
2017.05.18	1.11533	1.11709	1.10754	1.11096	73245	0	8
2017.05.19	1.11096	1.12110	1.10990	1.12060	53047	0	8
2017.05.22	1.12021	1.12627	1.11609	1.12368	51405	0	8
2017.05.23	1.12367	1.12676	1.11747	1.11783	61076	0	8
2017.05.24	1.11782	1.12322	1.11677	1.12300	58154	0	8
2017.05.25	1.12301	1.12495	1.11931	1.12096	50015	0	8
2017.05.26	1.12095	1.12338	1.11595	1.11789	48971	0	8
2017.05.29	1.11746	1.11891	1.11264	1.11283	36357	0	8
2017.05.30	1.11283	1.12046	1.11092	1.11721	51273	0	8
2017.05.31	1.11721	1.12514	1.11636	1.12388	54732	0	8
2017.06.01	1.12384	1.12560	1.12014	1.12122	47103	0	8
2017.06.02	1.12123	1.12844	1.12045	1.12813	43118	0	8
2017.06.05	1.12764	1.12779	1.12337	1.12568	40340	0	8
2017.06.06	1.12567	1.12831	1.12399	1.12698	48070	0	8
2017.06.07	1.12696	1.12814	1.12033	1.12550	53220	0	8
2017.06.08	1.12550	1.12675	1.11790	1.11880	61176	0	8
2017.06.09	1.11879	1.12144	1.11658	1.11941	54991	0	8
2017.06.12	1.11994	1.12314	1.11911	1.11969	46735	0	8
2017.06.13	1.11968	1.12240	1.11847	1.12085	42404	0	8
2017.06.14	1.12086	1.12950	1.11927	1.12123	60718	0	8
2017.06.15	1.12123	1.12279	1.11316	1.11482	58014	0	8
2017.06.16	1.11482	1.12010	1.11373	1.11951	45748	0	8
2017.06.19	1.12031	1.12120	1.11399	1.11439	48214	0	8
2017.06.20	1.11438	1.11642	1.11183	1.11359	49336	0	8
2017.06.21	1.11359	1.11685	1.11269	1.11662	47481	0	8
2017.06.22	1.11661	1.11772	1.11387	1.11491	44950	0	8
2017.06.23	1.11492	1.12082	1.11447	1.11923	37873	0	8
2017.06.26	1.11989	1.12191	1.11710	1.11822	46275	0	8
2017.06.27	1.11821	1.13488	1.11796	1.13363	58326	0	8
2017.06.28	1.13363	1.13899	1.12907	1.13781	64623	0	8
2017.06.29	1.13778	1.14446	1.13763	1.14390	61776	0	8
2017.06.30	1.14388	1.14437	1.13915	1.14232	53244	0	8
2017.07.03	1.14226	1.14244	1.13546	1.13717	48514	0	8
2017.07.04	1.13717	1.13762	1.13351	1.13589	45282	0	8
2017.07.05	1.13586	1.13678	1.13116	1.13459	53399	0	8
2017.07.06	1.13458	1.14244	1.13294	1.14209	53877	0	8
2017.07.07	1.14206	1.14388	1.13792	1.13995	49892	0	8
2017.07.10	1.14023	1.14173	1.13813	1.13956	42781	0	8
2017.07.11	1.13955	1.14790	1.13822	1.14733	49893	0	8
2017.07.12	1.14732	1.14886	1.13905	1.14180	60452	0	8
2017.07.13	1.14178	1.14547	1.13699	1.14038	57507	0	8
2017.07.14	1.14038	1.14712	1.13909	1.14677	48900	0	8
2017.07.17	1.14728	1.14864	1.14343	1.14728	48354	0	8
2017.07.18	1.14729	1.15824	1.14709	1.15473	63482	0	8
2017.07.19	1.15472	1.15525	1.15090	1.15280	51299	0	8
2017.07.20	1.15280	1.16571	1.14786	1.16279	67295	0	8
2017.07.21	1.16279	1.16821	1.16186	1.16611	53756	0	8
2017.07.24	1.16805	1.16833	1.16252	1.16379	54117	0	8
2017.07.25	1.16379	1.17114	1.16303	1.16438	58260	0	8
2017.07.26	1.16438	1.17464	1.16121	1.17309	67341	0	8
2017.07.27	1.17309	1.17754	1.16496	1.16891	71030	0	8
2017.07.28	1.16889	1.17633	1.16705	1.17477	59040	0	8
2017.07.31	1.17463	1.18443	1.17226	1.18201	60651	0	8
2017.08.01	1.18200	1.18381	1.17841	1.18101	60846	0	8
2017.08.02	1.18106	1.19092	1.17926	1.18507	62811	0	8
2017.08.03	1.18507	1.18923	1.18300	1.18816	59285	0	8
2017.08.04	1.18817	1.18884	1.17280	1.17710	53961	0	8
2017.08.07	1.17772	1.18132	1.17762	1.17990	48738	0	8
2017.08.08	1.17990	1.18231	1.17146	1.17536	55543	0	8
2017.08.09	1.17535	1.17688	1.16882	1.17626	63989	0	8
2017.08.10	1.17625	1.17845	1.17034	1.17695	61631	0	8
2017.08.11	1.17694	1.18449	1.17481	1.18199	54475	0	8
2017.08.14	1.18252	1.18376	1.17674	1.17749	54593	0	8
2017.08.15	1.17749	1.17920	1.16861	1.17398	56814	0	8
2017.08.16	1.17392	1.17782	1.16807	1.17731	61570	0	8
2017.08.17	1.17731	1.17893	1.16614	1.17146	67148	0	8
2017.08.18	1.17147	1.17736	1.17096	1.17587	57388	0	8
2017.08.21	1.17561	1.18274	1.17306	1.18106	50244	0	8
2017.08.22	1.18106	1.18236	1.17442	1.17610	52457	0	8
2017.08.23	1.17610	1.18224	1.17389	1.18150	54708	0	8
2017.08.24	1.18149	1.18165	1.17836	1.17970	51972	0	8
2017.08.25	1.17971	1.19406	1.17731	1.19195	53475	0	8
2017.08.28	1.19506	1.19845	1.19164	1.19633	53173	0	8
2017.08.29	1.19634	1.20693	1.19458	1.19692	70996	0	8
2017.08.30	1.19692	1.19835	1.18798	1.18899	64265	0	8
2017.08.31	1.18900	1.19219	1.18226	1.19085	67088	0	8
2017.09.01	1.19085	1.19790	1.18486	1.18596	58647	0	8
2017.09.04	1.18813	1.19212	1.18772	1.18923	49085	0	8
2017.09.05	1.18924	1.19396	1.18676	1.19232	66968	0	8
2017.09.06	1.19231	1.19492	1.19023	1.19258	64223	0	8
2017.09.07	1.19258	1.20584	1.19134	1.20272	73279	0	8
2017.09.08	1.20273	1.20915	1.20140	1.20346	68101	0	8
2017.09.11	1.20155	1.20287	1.19473	1.19574	58385	0	8
2017.09.12	1.19573	1.19774	1.19258	1.19705	60247	0	8
2017.09.13	1.19706	1.19942	1.18726	1.18872	58716	0	8
2017.09.14	1.18873	1.19221	1.18370	1.19206	66919	0	8
2017.09.15	1.19206	1.19857	1.19005	1.19418	59054	0	8
2017.09.18	1.19370	1.19684	1.19141	1.19593	56424	0	8
2017.09.19	1.19592	1.20058	1.19530	1.19920	64789	0	8
2017.09.20	1.19919	1.20319	1.18606	1.18736	68545	0	8
2017.09.21	1.18735	1.19520	1.18653	1.19442	61690	0	8
2017.09.22	1.19442	1.20036	1.19365	1.19459	56825	0	8
2017.09.25	1.19257	1.19358	1.18315	1.18550	62393	0	8
2017.09.26	1.18549	1.18608	1.17567	1.17833	61504	0	8
2017.09.27	1.17833	1.17943	1.17166	1.17489	65209	0	8
2017.09.28	1.17490	1.18029	1.17208	1.17807	63571	0	8
2017.09.29	1.17807	1.18315	1.17719	1.18115	53296	0	8
2017.10.02	1.18055	1.18064	1.17291	1.17314	56693	0	8
2017.10.03	1.17312	1.17722	1.16957	1.17473	54801	0	8
2017.10.04	1.17472	1.17867	1.17461	1.17561	53864	0	8
2017.10.05	1.17560	1.17781	1.16986	1.17123	51324	0	8
2017.10.06	1.17123	1.17378	1.16687	1.17309	52702	0	8
2017.10.09	1.17418	1.17552	1.17190	1.17404	35835	0	8
2017.10.10	1.17404	1.18246	1.17400	1.18129	53446	0	8
2017.10.11	1.18129	1.18685	1.17948	1.18636	56524	0	8
2017.10.12	1.18634	1.18791	1.18242	1.18306	51956	0	8
2017.10.13	1.18306	1.18741	1.18049	1.18173	50868	0	8
2017.10.16	1.18137	1.18188	1.17800	1.17940	45632	0	7
2017.10.17	1.17938	1.17944	1.17354	1.17706	50029	0	8
2017.10.18	1.17704	1.18047	1.17298	1.17938	52143	0	8
2017.10.19	1.17936	1.18572	1.17675	1.18479	59389	0	8
2017.10.20	1.18478	1.18572	1.17620	1.17774	53942	0	8
2017.10.23	1.17546	1.17768	1.17241	1.17543	48192	0	8
2017.10.24	1.17543	1.17921	1.17423	1.17594	50905	0	8
2017.10.25	1.17595	1.18195	1.17526	1.18190	58701	0	8
2017.10.26	1.18188	1.18356	1.16304	1.16374	61857	0	8
2017.10.27	1.16371	1.16428	1.15733	1.16051	55279	0	7
2017.10.30	1.16054	1.16572	1.15968	1.16505	50635	0	7
2017.10.31	1.16505	1.16607	1.16240	1.16513	47264	0	8
2017.11.01	1.16513	1.16566	1.16057	1.16277	52417	0	8
2017.11.02	1.16278	1.16866	1.16254	1.16582	56700	0	8
2017.11.03	1.16582	1.16897	1.15986	1.16067	43286	0	8
2017.11.06	1.16141	1.16230	1.15798	1.16107	48516	0	8
2017.11.07	1.16107	1.16148	1.15530	1.16005	52319	0	8
2017.11.08	1.16004	1.16103	1.15787	1.15945	44896	0	8
2017.11.09	1.15944	1.16542	1.15851	1.16458	56635	0	8
2017.11.10	1.16459	1.16773	1.16224	1.16620	43127	0	8
2017.11.13	1.16599	1.16745	1.16365	1.16641	41762	0	8
2017.11.14	1.16641	1.18041	1.16616	1.17902	48233	0	8
2017.11.15	1.17901	1.18597	1.17676	1.17822	55391	0	7
2017.11.16	1.17821	1.17999	1.17561	1.17773	49590	0	8
2017.11.17	1.17773	1.18204	1.17733	1.17871	51388	0	8
2017.11.20	1.17334	1.18077	1.17245	1.17367	54765	0	8
2017.11.21	1.17366	1.17569	1.17124	1.17409	48994	0	8
2017.11.22	1.17410	1.18264	1.17341	1.18138	49435	0	8
2017.11.23	1.18139	1.18553	1.18123	1.18498	41746	0	8
2017.11.24	1.18498	1.19435	1.18362	1.19287	45443	0	8
2017.11.27	1.19276	1.19601	1.18902	1.19036	58150	0	8
2017.11.28	1.19037	1.19189	1.18265	1.18484	67168	0	8
2017.11.29	1.18484	1.18821	1.18164	1.18514	62589	0	8
2017.11.30	1.18515	1.19308	1.18077	1.18974	66791	0	8
2017.12.01	1.18975	1.19396	1.18493	1.18951	73955	0	8
2017.12.04	1.18557	1.18778	1.18286	1.18671	63329	0	8
2017.12.05	1.18670	1.18761	1.18000	1.18296	62007	0	8
2017.12.06	1.18297	1.18465	1.17801	1.18030	62695	0	8
2017.12.07	1.18031	1.18133	1.17693	1.17716	58712	0	8
2017.12.08	1.17717	1.17737	1.17298	1.17719	57088	0	7
2017.12.11	1.17662	1.18111	1.17633	1.17756	55409	0	8
2017.12.12	1.17757	1.17920	1.17170	1.17413	54262	0	8
2017.12.13	1.17416	1.18394	1.17289	1.18355	60756	0	8
2017.12.14	1.18355	1.18615	1.17629	1.17739	67724	0	8
2017.12.15	1.17740	1.18117	1.17469	1.17478	58193	0	8
2017.12.18	1.17424	1.18333	1.17416	1.17834	48279	0	8
2017.12.19	1.17832	1.18481	1.17760	1.18364	51307	0	8
2017.12.20	1.18365	1.19010	1.18284	1.18771	50101	0	8
2017.12.21	1.18772	1.18887	1.18488	1.18516	45657	0	8
2017.12.22	1.18516	1.18629	1.18151	1.18592	47217	0	8
2017.12.26	1.18702	1.18780	1.18461	1.18564	22644	0	8
2017.12.27	1.18564	1.19096	1.18542	1.18997	48736	0	7
2017.12.28	1.18996	1.19584	1.18966	1.19390	47281	0	7
2017.12.29	1.19390	1.20249	1.19364	1.19990	45296	0	7
2018.01.02	1.20240	1.20804	1.20223	1.20610	44073	0	7
2018.01.03	1.20610	1.20632	1.20002	1.20099	50725	0	6
2018.01.04	1.20098	1.20882	1.20040	1.20659	53022	0	7
2018.01.05	1.20657	1.20817	1.20199	1.20297	48884	0	7
2018.01.08	1.20365	1.20516	1.19551	1.19693	47349	0	7
2018.01.09	1.19689	1.19749	1.19148	1.19280	52112	0	7
2018.01.10	1.19279	1.20172	1.19228	1.19552	64449	0	6
2018.01.11	1.19551	1.20582	1.19284	1.20411	60814	0	8
2018.01.12	1.20413	1.22168	1.20391	1.22001	66139	0	8
2018.01.15	1.21916	1.22958	1.21872	1.22646	58842	0	8
2018.01.16	1.22647	1.22817	1.21944	1.22699	65916	0	7
2018.01.17	1.22700	1.23210	1.21640	1.21797	76269	0	8
2018.01.18	1.21798	1.22641	1.21725	1.22337	66571	0	8
2018.01.19	1.22337	1.22943	1.22136	1.22142	63845	0	8
2018.01.21	1.22701	1.22721	1.22326	1.22556	3147	0	9
2018.01.22	1.22555	1.22664	1.22126	1.22557	57439	0	8
2018.01.23	1.22559	1.23142	1.22223	1.23082	64364	0	7
2018.01.24	1.23081	1.24143	1.22894	1.23916	73712	0	8
2018.01.25	1.23918	1.25367	1.23635	1.23907	98780	0	8
2018.01.26	1.23908	1.24926	1.23858	1.24278	79467	0	8
2018.01.28	1.24257	1.24308	1.24117	1.24308	2187	0	8
2018.01.29	1.24307	1.24316	1.23359	1.23804	73256	0	8
2018.01.30	1.23805	1.24532	1.23345	1.24080	78263	0	8
2018.01.31	1.24079	1.24722	1.23981	1.24527	48839	0	8
2018.02.02	1.24913	1.24959	1.24083	1.24606	39457	0	8
2018.02.04	1.24316	1.24538	1.24234	1.24459	4093	0	8
2018.02.05	1.24459	1.24743	1.23618	1.23655	80600	0	8
2018.02.06	1.23658	1.24314	1.23130	1.23799	95879	0	8
2018.02.07	1.23800	1.24049	1.22449	1.22695	76096	0	7
